,base_new,base_lat,transl,POS
541,а̄магадяк,amagaďak,флаг,noun
542,амака̄н,amakan,божья.коровка,noun
552,а̄малкачин,amalkačin,знание,noun
553,а̄малкачинмай,amalkačinmaj,знание,noun
546,а̄малкамачак,amalkamačak,знакомство,noun
547,а̄малкан,amalkan,выяснение,noun
548,амалканмай,amalkanmaj,выяснение,noun
558,аман,aman,отец,noun
559,ама̄н,aman,шаман,noun
560,а̄ман,aman,отличие,noun
562,амандя,amanďa,имя. Амандя,noun
561,амандя,amanďa,батюшка,noun
564,аманран,amanran,отставание,noun
565,аманранмай,amanranmaj,отставание,noun
568,амаӈа,amaŋa,папа,noun
569,а̄мар,amar,равнина,noun
583,амардан,amardan,задняя.сторона,noun
573,амаргилта,amargilta,вереницей,noun
574,амаргилтач,amargiltač,вереницей,noun
575,амаргин,amargin,задняя.нога.медведя,noun
584,амаркан,amarkan,олень.4.года,noun
585,амаркан,amarkan,самка.оленя.5.лет,noun
587,амарканчан,amarkančan,лось.дикий.4.года,noun
594,ама̄сак,amasak,шаманское.одеяние,noun
598,а̄ма̄тты,amattɨ,знакомый,noun
605,амбар,ambar,амбар,noun
606,амбулатория,ambulatorija,амбулатория,noun
683,амча,amča,бисерные.линии,noun
618,амкачака̄гла,amkačakagla,гористое.место,noun
619,амкачан,amkačan,небольшая.гора,noun
613,амкаг,amkag,холмистая.местность,noun
614,амкан,amkan,небольшая.гора,noun
615,амкарук,amkaruk,сумка,noun
623,амӈа,amŋa,рот,noun
625,амӈамак,amŋamak,рот.медведя,noun
626,амӈамак,amŋamak,стоматит,noun
627,амӈан,amŋan,самец.рыбы,noun
632,амӈисан,amŋisan,дымокур,noun
638,амрани,amrani,отчим,noun
646,амтан,amtan,вкус,noun
649,амтил,amtil,отцы,noun
650,амтука̄н,amtukan,наказание,noun
652,амтука̄нмай,amtukanmaj,наказание,noun
654,аму,amu,нагар,noun
655,аму,amu,сажа,noun
662,а̄мудан,amudan,метка,noun
661,а̄муган,amugan,метка,noun
666,а̄мукачин,amukačin,проявление,noun
667,а̄мукачинмай,amukačinmaj,проявление,noun
663,а̄мукаккан,amukakkan,значок,noun
671,а̄мун,amun,знак,noun
685,ан,an,бедро,noun
686,ан,an,ловушка,noun
687,а̄н,an,знание,noun
690,а̄н,an,часть,noun
798,а̄нь,an',дым,noun
803,а̄нянӈа,an'anŋa,дымка,noun
800,аньчап,an'čap,утка.каменушка,noun
801,аньчин,an'čin,пространство.возле,noun
700,аначак,anačak,прогонная.жердь,noun
696,анан,anan,толчок,noun
697,анана,anana,багровое.пятно,noun
717,анда,anda,усталость,noun
720,андил,anďil,душа,noun
714,англичан,angličan,англичанин,noun
715,англичанин,angličanin,англичанин,noun
716,англиянкан,anglijankan,англичанин,noun
724,а̄ни,ani,родственник,noun
725,а̄ни,ani,часть,noun
732,а̄никакан,anikakan,частица,noun
744,анимия,animija,обломок,noun
745,анин,anin,оклик,noun
746,анин,anin,подарок,noun
747,а̄нин,anin,дым,noun
748,а̄нӣн,anin,дух,noun
752,а̄нис,anis,франт,noun
753,а̄нисак,anisak,наряд,noun
754,а̄нисан,anisan,наряд,noun
757,анит,anit,трава,noun
729,а̄нивун,aniwun,наряд,noun
758,анкета,ank'eta,анкета,noun
762,анманра,anmanra,ледник,noun
760,анманра,anmanra,долина,noun
761,анманра,anmanra,родник,noun
763,анмат,anmat,плацента,noun
764,анматмаган,anmatmagan,ворон,noun
765,анӈа,anŋa,ладонь,noun
776,а̄нӈачидяк,anŋačiďak,ночевка.на .стоянке.длительная,noun
777,а̄нӈачин,anŋačin,ночевка.одноночная,noun
778,а̄нӈачиӈка,anŋačiŋka,ночлег,noun
767,а̄нӈак,anŋak,ночевка,noun
773,а̄нӈаӈ,anŋaŋ,ночевка,noun
780,анӈу,anŋu,фигура,noun
782,антаг,antag,южный.склон.горы,noun
784,а̄нты,antɨ,ханты,noun
789,анун,anun,сеть,noun
790,анун,anun,удушье,noun
810,а̄ӈадяк,aŋaďak,кровотечение,noun
811,а̄ӈадяк,aŋaďak,открывание,noun
813,а̄ӈан,aŋan,кровотечение,noun
814,а̄ӈан,aŋan,открывание,noun
816,аӈанадяк,aŋanaďak,шитье,noun
817,аӈаналан,aŋanalan,рукодельница,noun
818,аӈаналанни,aŋanalanni,искусное.рукоделие,noun
820,аӈанамӈа,aŋanamŋa,швея,noun
821,аӈанан,aŋanan,шитье,noun
822,аӈананмай,aŋananmaj,шитье,noun
823,а̄ӈанмай,aŋanmaj,открывание,noun
824,аӈа̄нтиӈ,aŋantiŋ,шов,noun
826,аӈа̄р,aŋar,отверстие,noun
827,аӈа̄р,aŋar,снег.истоптанный.оленями,noun
835,аӈаткан,aŋatkan,сирота,noun
863,аӈчин,aŋčin,хохот,noun
864,аӈчинмай,aŋčinmaj,хохот,noun
841,аӈра,aŋra,Ханра,noun
844,аӈрачан,aŋračan,Ханра.кличка,noun
843,аӈрандя,aŋranďa,Ханра.кличка,noun
845,аӈта,aŋta,кусок,noun
855,а̄ӈтарамкачин,aŋtaramkačin,остановка.кровотечение,noun
856,а̄ӈтарамкачинмай,aŋtaramkačinmaj,остановка.кровотечения,noun
851,а̄ӈтарамкан,aŋtaramkan,остановка.кровотечения,noun
853,а̄ӈтарамканмай,aŋtaramkanmaj,остановка.кровотечения,noun
859,а̄ӈун,aŋun,бирка,noun
866,апельсин,ap'elsin,апельсин,noun
865,апаги,apagi,сапоги,noun
868,апка̄н,apkan,треск.льда,noun
871,апкит,apkit,узкое.место.в.горах,noun
875,апогӣ,apogi,сапоги,noun
876,аппарат,apparat,аппарат,noun
877,апрель,apr'el,апрель,noun
878,аптека,apťeka,аптека,noun
879,а̄пту,aptu,намордник,noun
881,а̄птун,aptun,знаток,noun
885,а̄ра,ara,подстилка,noun
886,арабган,arabgan,личинка.овода.носоглоточного,noun
922,а̄рачак,aračak,торговля,noun
923,а̄рачимӈа,aračimŋa,продавец,noun
896,арадиола,araďiola,радиола,noun
897,арадис,araďis,радист,noun
891,арадива,araďiwa,радиоузел,noun
892,ара̄дива,araďiwa,радио,noun
893,ара̄дивамагаин,araďiwamagain,радиолюбитель,noun
894,ара̄диваприемник,araďiwaprijemnik,радиоприемник,noun
895,ара̄дивастанция,araďiwastancija,радиостанция,noun
888,араган,aragan,место.стоянки,noun
899,арайком,arajkom,райком,noun
900,арайон,arajon,район,noun
901,арак,arak,рак,noun
902,а̄рак,arak,знакомый,noun
905,аракачак,arakačak,игра.в устройство.юрты,noun
903,аракан,arakan,зоб,noun
908,арактер,arakťer,характер,noun
909,арактеристика,arakťeristika,характеристика,noun
911,арама,arama,рама,noun
913,арамка,aramka,рамка,noun
914,арамра,aramra,наколенник,noun
915,арамра,aramra,чулки,noun
916,арамта,aramta,ресницы,noun
918,ара̄н,aran,место.для.сна,noun
925,арбати,arbati,отмель,noun
931,а̄рбун,arbun,склон,noun
930,а̄рбун,arbun,отлив,noun
928,арбуз,arbuz,арбуз,noun
977,арча̄лдадяк,arčaldaďak,встреча,noun
979,арча̄лдамачак,arčaldamačak,встреча,noun
980,арча̄лдамачин,arčaldamačin,встреча,noun
981,арча̄лдамачинмай,arčaldamačinmaj,встреча,noun
982,арча̄лдан,arčaldan,встреча,noun
985,арча̄мкачак,arčamkačak,встреча,noun
986,арча̄мкачин,arčamkačin,встреча,noun
987,арча̄мкачинмай,arčamkačinmaj,встреча,noun
988,арча̄н,arčan,встреча,noun
936,арган,argan,привычка,noun
937,аргин,argin,расстояние,noun
947,арифметика,arifm'etika,арифметика,noun
940,аригсаг,arigsag,поляна,noun
943,ариӈка,ariŋka,злой.дух,noun
944,арисаг,arisag,привидение,noun
946,аритти,aritti,привидение,noun
952,аркан,arkan,верхняя.часть.спины,noun
953,аркип,arkip,Архип,noun
954,аркипи,arkipi,метелка,noun
955,арктика,arktika,арктика,noun
958,армакан,armakan,насилу,noun
959,армия,armija,армия,noun
960,артель,arťel,артель,noun
962,артиллерия,artill'erija,артиллерия,noun
961,артиллерист,artill'erist,артиллерист,noun
963,артист,artist,артист,noun
975,а̄ручин,aručin,робость,noun
970,арун,arun,головокружение,noun
994,асакла̄н,asaklan,горсть,noun
1000,асаӈнан,asaŋnan,Асаннан,noun
1001,асаткан,asatkan,девочка,noun
1044,а̄счин,asčin,любознательность,noun
1045,а̄счинмай,asčinmaj,любознательность,noun
1002,аси,asi,женщина,noun
1005,асикан,asikan,девочка,noun
1006,асики,asiki,крыло,noun
1009,асимаган,asimagan,ловелас,noun
1010,асиӈа,asiŋa,самка,noun
1018,а̄смачин,asmačin,обида,noun
1019,а̄смачинмай,asmačinmaj,обида,noun
1027,асулан,asulan,метание,noun
1028,асуланмай,asulanmaj,метание,noun
1029,асун,asun,замешательство,noun
1033,асунмай,asunmaj,замешательство,noun
1039,асутнан,asutnan,суета,noun
1040,асутнанмай,asutnanmaj,суета,noun
1047,ат,at,основание,noun
1048,ат,at,торбаза,noun
1049,ат,at,щетка,noun
1051,а̄т-та,atta,бедняк,noun
1052,а̄т-та,atta,бедняк,noun
1053,ата̄,ata,бабушка,noun
1054,а̄та,ata,олень.кастрированный,noun
1055,атаки,ataki,паук,noun
1056,атакика̄гча,atakikagča,орнамент.в.виде.пауков,noun
1059,аталадяк,atalaďak,удаление,noun
1060,аталамай,atalamaj,удаление,noun
1061,аталан,atalan,удаление,noun
1062,а̄тамат,atamat,олень.только.что.кастрированный,noun
1063,а̄таня,atan'a,брюнет,noun
1068,а̄таралтан,ataraltan,затемнение,noun
1069,а̄таралтанмай,ataraltanmaj,затемнение,noun
1070,а̄тарду,atardu,впотьмах,noun
1072,а̄тарсиду,atarsidu,впотьмах,noun
1073,а̄тассиду,atassidu,впотьмах,noun
1074,атикакая,atikakaja,старуха,noun
1075,атика̄мкар,atikamkar,старуха,noun
1076,атикан,atikan,старуха,noun
1078,атиӈа,atiŋa,щетка,noun
1095,а̄тыдяк,atɨďak,холощение,noun
1096,атыка,atɨka,щетка,noun
1099,атыкалбан,atɨkalban,женитьба,noun
1101,атыкан,atɨkan,старуха,noun
1079,атка,atka,самка.медведя,noun
1080,а̄ткан,atkan,бедняк,noun
1081,атки,atki,свекровь,noun
1086,а̄ткичан,atkičan,старый.олень,noun
1082,аткикан,atkikan,месяц,noun
1084,аткила,atkila,западный.ветер,noun
1088,атлас,atlas,атлас,noun
1090,а̄тмар,atmar,самец,noun
1091,атмосфера,atmosfjera,атмосфера,noun
1092,атнар,atnar,старый.медведь,noun
1093,атом,atom,атом,noun
1094,аттестат,atťestat,аттестат,noun
58,ав-ав,awaw,крик.олененка,noun
60,ава,awa,работа,noun
62,авадяк,awaďak,умывальня,noun
13012,ха̄вай,awaj,знающий,noun
68,авак,awak,полотенце,noun
69,авал,awal,нарыв,noun
71,авалан,awalan,опухоль,noun
